FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Jason Suttie,"6' 0""",210 lbs.,,Orthodox,"Aug 07, 1973",http://ufcstats.com/fighter-details/cc5834a495d1ea08
Joel Sutton,"5' 11""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66
Chad Sutton,"6' 1""",185 lbs.,,,"Aug 07, 1982",http://ufcstats.com/fighter-details/556347e2b0e33979
Danilo Suzart,"6' 0""",260 lbs.,,Orthodox,"Dec 04, 1991",http://ufcstats.com/fighter-details/3d99e5aa85d7576a
Martin Svensson,"6' 1""",155 lbs.,,,"Apr 25, 1985",http://ufcstats.com/fighter-details/bcad7223af3c19da
Floyd Sword,"6' 0""",185 lbs.,,Orthodox,"Aug 24, 1976",http://ufcstats.com/fighter-details/5330fe7e4c3af81c
Bentley Syler,"5' 4""",125 lbs.,,Orthodox,"Dec 22, 1982",http://ufcstats.com/fighter-details/abd2109bc4cb0291
Leo Sylvest,"5' 11""",205 lbs.,,Orthodox,"Sep 03, 1973",http://ufcstats.com/fighter-details/58a36b4ccf5dc30e
Tony Sylvester,"6' 1""",225 lbs.,,Southpaw,"Jan 27, 1978",http://ufcstats.com/fighter-details/87b7df65c30008c4
Osamu Tachihikari,"6' 5""",300 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/e7bc606d269896aa
Amber Tackett,,115 lbs.,,,,http://ufcstats.com/fighter-details/bb01bc3c57f39b04
Eugenio Tadeu,"5' 8""",160 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/f70144caea5c4c80
Joe Taimanglo,"5' 4""",135 lbs.,,,"Jun 27, 1984",http://ufcstats.com/fighter-details/9bf126927843e184
Nobuhiko Takada,"6' 0""",220 lbs.,,Southpaw,"Apr 12, 1962",http://ufcstats.com/fighter-details/a25b71fe5e31fa97
Yoshiki Takahashi,"5' 11""",199 lbs.,,Southpaw,"Mar 13, 1969",http://ufcstats.com/fighter-details/6420efac0578988b
Yoko Takahashi,"5' 8""",150 lbs.,,,"Apr 20, 1973",http://ufcstats.com/fighter-details/01f86e2d604e2f3c
Daiju Takase,"6' 0""",170 lbs.,,Southpaw,"Apr 20, 1978",http://ufcstats.com/fighter-details/4f74c8be51db8a37
Hiroyuki Takaya,"5' 6""",139 lbs.,,Orthodox,"Jun 10, 1977",http://ufcstats.com/fighter-details/0d16bdb7d32e88e9
Yoshihiro Takayama,"6' 5""",280 lbs.,,Orthodox,"Sep 19, 1968",http://ufcstats.com/fighter-details/d856a0080ac09ed7
Makoto Takimoto,"5' 7""",205 lbs.,,Southpaw,"Dec 08, 1979",http://ufcstats.com/fighter-details/a7724f51e32e763e
Oleg Taktarov,"6' 0""",210 lbs.,,Orthodox,"Aug 26, 1967",http://ufcstats.com/fighter-details/1dc56b59cb28425d
Tsuyoshi Tamakairiki,"6' 0""",220 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/eaa0a728cc91ef60
Eli Tamez,"5' 7""",135 lbs.,,,"Aug 22, 1985",http://ufcstats.com/fighter-details/bfd4d50591033a1f
Kiyoshi Tamura,"5' 11""",185 lbs.,,Southpaw,"Dec 17, 1969",http://ufcstats.com/fighter-details/30e8b4505f5ccf92
Jason Tan,"5' 10""",170 lbs.,,Orthodox,"Dec 17, 1981",http://ufcstats.com/fighter-details/ad3041e61896b975
Akihito Tanaka,,,,Southpaw,,http://ufcstats.com/fighter-details/1bf49bf829964144
Gary Tapusoa,"5' 7""",185 lbs.,,,,http://ufcstats.com/fighter-details/37ac9e0f4fc86171
Jeremy Tavares,,135 lbs.,,,,http://ufcstats.com/fighter-details/681d07e328798ec0
Torrance Taylor,"5' 7""",155 lbs.,,,,http://ufcstats.com/fighter-details/88e53ec16b801740
Louis Taylor,"5' 11""",185 lbs.,,Orthodox,"May 12, 1979",http://ufcstats.com/fighter-details/49bddfee9ed54cf3
Anthony Taylor,"5' 7""",145 lbs.,,,,http://ufcstats.com/fighter-details/637a4d8825464c62
J.T Taylor,"5' 10""",,,,,http://ufcstats.com/fighter-details/17c6e35e4da505b0
Shawn Teed,"6' 5""",265 lbs.,,Orthodox,"Feb 13, 1992",http://ufcstats.com/fighter-details/5bb70ebd65075c5c
John Teixeira,"5' 7""",145 lbs.,,Orthodox,"Nov 18, 1986",http://ufcstats.com/fighter-details/86061eaba822bfea
Ewerton Teixeira,"6' 1""",242 lbs.,,,"Feb 13, 1982",http://ufcstats.com/fighter-details/de9e331b3e6bae70
Tra Telligman,"6' 2""",233 lbs.,,Orthodox,"Feb 07, 1965",http://ufcstats.com/fighter-details/1dab0d1d81dd06db
Herman Terrado,,170 lbs.,,,,http://ufcstats.com/fighter-details/61d6368013f8637f
Dave Terrel,"5' 8""",170 lbs.,,Southpaw,"May 10, 1978",http://ufcstats.com/fighter-details/b9aa0024f295609e
David Terrell,"6' 1""",185 lbs.,,Southpaw,"Jan 09, 1978",http://ufcstats.com/fighter-details/4123fd4dcc1fe937
James Terry,"5' 10""",170 lbs.,,Orthodox,"Mar 16, 1981",http://ufcstats.com/fighter-details/5befa793316d3469
Jeff Terry,"6' 2""",205 lbs.,,,,http://ufcstats.com/fighter-details/60f86c449cd31e23
Motonobu Tezuka,"5' 7""",135 lbs.,,Southpaw,"Aug 29, 1987",http://ufcstats.com/fighter-details/d34636a85f0f4c90
Jason Thacker,"5' 10""",185 lbs.,,Orthodox,"Aug 18, 1975",http://ufcstats.com/fighter-details/f0264252e191da22
Alexia Thainara,"5' 4""",115 lbs.,"67""",,"Nov 20, 1995",http://ufcstats.com/fighter-details/545092d13c67aa49
Nik Theotikos,,185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/ca936c67687789e9
Din Thomas,"5' 9""",155 lbs.,,Orthodox,"Sep 28, 1976",http://ufcstats.com/fighter-details/40a604761ca7d64d
Ryan Thomas,"6' 0""",170 lbs.,,Orthodox,"Nov 05, 1984",http://ufcstats.com/fighter-details/b732b326c362fb62
Noah Thomas,"5' 9""",135 lbs.,,Orthodox,"Mar 27, 1981",http://ufcstats.com/fighter-details/319c15b8aac5bfde
Joel Thomas ,"5' 10""",170 lbs.,,,,http://ufcstats.com/fighter-details/2b33e57c4d0a4502
Treston Thomison,"5' 8""",145 lbs.,,,,http://ufcstats.com/fighter-details/ed5f04f833459877
James Thompson,"6' 5""",265 lbs.,,Orthodox,"Dec 16, 1978",http://ufcstats.com/fighter-details/9e30f69cc0869301
Josh Thornburg,"6' 0""",170 lbs.,,,"May 24, 1984",http://ufcstats.com/fighter-details/083e15da67d9b0fa
Chris Tickle,"5' 9""",155 lbs.,,,"Feb 01, 1982",http://ufcstats.com/fighter-details/1d1b85389a05df69
Nolan Ticman,"5' 6""",125 lbs.,,Orthodox,"May 17, 1988",http://ufcstats.com/fighter-details/9eb069062a0cfc13
Brett Tillis,,145 lbs.,,,,http://ufcstats.com/fighter-details/7b461ccae8270207
Ryan Tobar,,155 lbs.,,,,http://ufcstats.com/fighter-details/57481f1f10530c61
Andrew Todhunter,"6' 0""",185 lbs.,,Switch,"Nov 30, 1987",http://ufcstats.com/fighter-details/274ca7b799b402cc
Hideo Tokoro,"5' 7""",135 lbs.,,Orthodox,"Aug 22, 1977",http://ufcstats.com/fighter-details/2d5fbe2103f97053
Anatoly Tokov,"5' 10""",185 lbs.,,,"Feb 17, 1990",http://ufcstats.com/fighter-details/679ae8c4fd022c6b
James Toney,"5' 9""",220 lbs.,,Orthodox,"Aug 24, 1968",http://ufcstats.com/fighter-details/d10b35152277cf98
Masanori Tonooka,"5' 8""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/9de7c97e1c0d7927
Carl Toomey,,,,,,http://ufcstats.com/fighter-details/5ee87e0432205755
Aleksandre Topuria,,135 lbs.,,,"Jan 28, 1996",http://ufcstats.com/fighter-details/4a6dff1b260bcf61
Anthony Torres,"5' 8""",170 lbs.,,Orthodox,"Jul 31, 1978",http://ufcstats.com/fighter-details/918d9d89d4d52acc
Ronys Torres,"5' 7""",155 lbs.,,Orthodox,"Aug 13, 1975",http://ufcstats.com/fighter-details/cce79e827569f26e
Haven Torres,,125 lbs.,,,,http://ufcstats.com/fighter-details/1ff10dee2f7ae60c
Alex Torres,"5' 10""",145 lbs.,,Orthodox,"May 29, 1988",http://ufcstats.com/fighter-details/e4e0f310b3cf23a8
Abram Torres,"5' 10""",170 lbs.,,,"Oct 29, 1982",http://ufcstats.com/fighter-details/e175a261a280f7cb
Minoru Toyonaga,"5' 11""",195 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/04076783ca83d6ae
Slim Trabelsi,"6' 3""",235 lbs.,,,"May 09, 1993",http://ufcstats.com/fighter-details/ff2ec83f44000f78
Roberto Traven,"6' 3""",227 lbs.,,Orthodox,"Sep 16, 1968",http://ufcstats.com/fighter-details/20ec0061400178ca
Bryan Travers,,155 lbs.,,,"Apr 11, 1983",http://ufcstats.com/fighter-details/008cf84faae9c7a5
Alexander Trevino,,170 lbs.,,,,http://ufcstats.com/fighter-details/73abb7a5c57fb443
Angelo Trevino,"5' 11""",170 lbs.,,Switch,"Jun 10, 1993",http://ufcstats.com/fighter-details/0cf9f5518d6063bb
Damien Trites,"5' 11""",165 lbs.,,,"Aug 23, 1979",http://ufcstats.com/fighter-details/cb1c09c8126dbee0
Tor Troeng,"6' 2""",185 lbs.,,Orthodox,"Jan 25, 1983",http://ufcstats.com/fighter-details/8abf70f79e9e27c2
Aaron Trujillo,"5' 5""",125 lbs.,,,,http://ufcstats.com/fighter-details/cc18abc046b382c9
Reynaldo Trujillo,"5' 9""",155 lbs.,,,"Jan 01, 1982",http://ufcstats.com/fighter-details/e6b233a007cb06c4
Jumabieke Tuerxun,"5' 7""",135 lbs.,,Orthodox,"Apr 17, 1986",http://ufcstats.com/fighter-details/1ed32eaaba9ffe10
Tom Tuggle,"6' 2""",250 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/b9aa7d230865b5fe
Blair Tugman,"6' 0""",135 lbs.,,,,http://ufcstats.com/fighter-details/63f8775391301891
Teila Tuli,"6' 0""",430 lbs.,,Orthodox,"Jun 14, 1969",http://ufcstats.com/fighter-details/96eff1a628adcc7f
Courtney Turner,"6' 2""",170 lbs.,,,,http://ufcstats.com/fighter-details/56f4b81ec4db61af
Austin Tweedy,"5' 9""",155 lbs.,,Orthodox,"Sep 25, 1990",http://ufcstats.com/fighter-details/885adaff8fe15cf7
Alberto Uda,"6' 3""",185 lbs.,,Orthodox,"Aug 08, 1984",http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d
Ryuki Ueyama,"5' 11""",180 lbs.,,Southpaw,"Apr 17, 1976",http://ufcstats.com/fighter-details/bcd124bcd3d5be46
Christian Uflacker,"5' 11""",170 lbs.,,,"Aug 04, 1985",http://ufcstats.com/fighter-details/10ccf4ec9913cadc
Andy Uhrich,"6' 0""",170 lbs.,,,,http://ufcstats.com/fighter-details/4a1a492f299581d9
Jeremy Umphries,,160 lbs.,,,,http://ufcstats.com/fighter-details/4793a2d90f5ab8ae
Zach Underwood,"6' 2""",185 lbs.,,,,http://ufcstats.com/fighter-details/1e310618d02ff93b
Kengo Ura,"5' 9""",165 lbs.,,,"Jun 20, 1981",http://ufcstats.com/fighter-details/58258914525740a5
Yasuhiro Urushitani,"5' 5""",125 lbs.,,Southpaw,"Sep 08, 1976",http://ufcstats.com/fighter-details/c34e5849184b08c3
Egidijus Valavicius,"6' 0""",200 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/fc1868f56d3036eb
Victor Valenzuela,"5' 10""",155 lbs.,,,,http://ufcstats.com/fighter-details/de277a4abcfeea46
Victor Valimaki,"6' 0""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/663b76da637402c3
Andrew Valladerez,,135 lbs.,,,,http://ufcstats.com/fighter-details/2a898bf9fb7710b3
Mike van Arsdale,"6' 2""",205 lbs.,,Switch,"Jun 20, 1965",http://ufcstats.com/fighter-details/2ee09ec2a0695eb9
Matt Van Buren,"6' 5""",205 lbs.,,,"Jun 12, 1986",http://ufcstats.com/fighter-details/7b39035fae7268b8
Ron van Clief,"5' 10""",190 lbs.,,Orthodox,"Jan 25, 1943",http://ufcstats.com/fighter-details/23ab42947c1990e3
Lloyd Van Dams,"6' 1""",240 lbs.,,Southpaw,"Mar 05, 1972",http://ufcstats.com/fighter-details/02177caefe7c07d4
Alain Van der Merckt,,185 lbs.,,,"Jun 11, 1993",http://ufcstats.com/fighter-details/f6bbc6ba4f06ad60
Chad Vance,"6' 0""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/26d61e92a6069cd2
Austin Vanderford,"5' 11""",170 lbs.,,Orthodox,"Mar 21, 1990",http://ufcstats.com/fighter-details/32c3ee378671a5d9
Paul Varelans,"6' 8""",300 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9
Guilherme Vasconcelos,"6' 0""",185 lbs.,,Orthodox,"Mar 23, 1986",http://ufcstats.com/fighter-details/d6d5da3c209884bc
Linton Vassell,"6' 4""",205 lbs.,,,"Jun 03, 1983",http://ufcstats.com/fighter-details/a148dfe3485be79d
Billy Vaughan,"5' 6""",155 lbs.,,,"Dec 02, 1983",http://ufcstats.com/fighter-details/61428ed51f5ff465
Yuri Vaulin,"6' 4""",197 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/4679a38cced7c64a
Matt Veach,"5' 11""",155 lbs.,,Orthodox,"May 31, 1981",http://ufcstats.com/fighter-details/5731cc327790b731
Joe Vedepo,"6' 0""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/d35c3ed553b71fa2
Kelly Velasco,"5' 9""",135 lbs.,,Orthodox,"May 21, 1995",http://ufcstats.com/fighter-details/93c9897f0f9f5dab
David Velasquez,"5' 5""",145 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/09c44b317c98bf96
Jerrel Venetiaan,"6' 1""",195 lbs.,,Orthodox,"Mar 09, 1971",http://ufcstats.com/fighter-details/602bb270f2bdbf02
Scott Ventimiglia,"5' 11""",185 lbs.,,,"Nov 17, 1972",http://ufcstats.com/fighter-details/6e62bb64f7cc5026
Kerry Vera,"5' 7""",135 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/df0a1c1e11ad199b
Ernie Verdicia,"5' 11""",199 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/2b1587a3376ab743
Joe Veres,"5' 7""",155 lbs.,,Orthodox,"Nov 09, 1977",http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5
Renato Verissimo,"6' 1""",170 lbs.,,Orthodox,"Aug 03, 1973",http://ufcstats.com/fighter-details/c24b1db4b809d41b
Bryan Vetell,"6' 3""",265 lbs.,,Southpaw,"Jul 26, 1977",http://ufcstats.com/fighter-details/13a0fb8fbdafb54f
Guilherme Viana,"6' 4""",205 lbs.,,,,http://ufcstats.com/fighter-details/393b8e03fb410a78
Vitor Vianna,,205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/744f50016c39c26c
Milton Vieira,"6' 0""",145 lbs.,,Orthodox,"Oct 04, 1978",http://ufcstats.com/fighter-details/7cf20446453f852b
Steve Vigneault,"5' 10""",185 lbs.,,Orthodox,"Feb 14, 1978",http://ufcstats.com/fighter-details/6888e31ce88f5b17
Alejandro Villalobos,"5' 7""",145 lbs.,,,"Oct 26, 1979",http://ufcstats.com/fighter-details/2e88f2030d8a928a
DeMarco Villalona,"5' 9""",185 lbs.,,,,http://ufcstats.com/fighter-details/0275e33febc2818c
Ruben Villareal,"6' 4""",265 lbs.,,Orthodox,"May 01, 1970",http://ufcstats.com/fighter-details/39f68882def7a507
Pablo Villaseca,"5' 7""",155 lbs.,,,"Jan 26, 1987",http://ufcstats.com/fighter-details/34f93dfbd43b2144
Joey Villasenor,"6' 0""",185 lbs.,,Orthodox,"Oct 17, 1975",http://ufcstats.com/fighter-details/15515e797aedc137
Danillo Villefort,"6' 1""",185 lbs.,,Orthodox,"May 08, 1983",http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e
Marcos Vinicius,"5' 9""",125 lbs.,,Orthodox,"Dec 05, 1979",http://ufcstats.com/fighter-details/e363b21261814830
Falaniko Vitale,"5' 10""",185 lbs.,,Orthodox,"Jul 14, 1974",http://ufcstats.com/fighter-details/445a98acb8985970
Jason Von Flue,"6' 0""",170 lbs.,,Orthodox,"Aug 01, 1975",http://ufcstats.com/fighter-details/c4b9296214f4c09c
Milco Voorn,,220 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/277ffed20cf07aea
Mark Vorgeas,"5' 10""",135 lbs.,,,,http://ufcstats.com/fighter-details/ef0344ed552d8a22
Igor Vovchanchyn,"5' 8""",205 lbs.,,Orthodox,"Aug 06, 1973",http://ufcstats.com/fighter-details/7929be8290289a47
James Wade,"5' 10""",205 lbs.,,,,http://ufcstats.com/fighter-details/6291decf7f3b6608
Neil Wain,"5' 10""",242 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/6b7bc7eaf2465387
Andre Walker,"5' 11""",205 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/18944a1a6ac1becf
Herschel Walker,"6' 1""",215 lbs.,,Orthodox,"Mar 03, 1962",http://ufcstats.com/fighter-details/bd92e38aef641673
Donny Walker,"5' 9""",135 lbs.,,,"Jan 04, 1980",http://ufcstats.com/fighter-details/e6147d5ab3685899
Ben Wall,"5' 10""",155 lbs.,,Orthodox,"Mar 25, 1989",http://ufcstats.com/fighter-details/1ad381c8994c4e5b
Crafton Wallace,"6' 0""",185 lbs.,,Orthodox,"Nov 10, 1975",http://ufcstats.com/fighter-details/bf41b5131545da12
Jeremy Wallace,"5' 9""",,,,,http://ufcstats.com/fighter-details/b87c3f460709f74c
Jim Wallhead,"5' 10""",170 lbs.,,Orthodox,"Mar 14, 1984",http://ufcstats.com/fighter-details/0c670b443c3d269f
Cory Walmsley,"6' 0""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee
Patrick Walsh,"5' 11""",185 lbs.,,,"Nov 28, 1988",http://ufcstats.com/fighter-details/b4c96c3d9139bf0e
Erick Wanderlei,"6' 1""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/d57e6a8971b6d2bd
Dimitiri Wanderley,,205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/a1d6b308781aa2f5
Andy Wang,"5' 6""",155 lbs.,,Orthodox,"May 28, 1977",http://ufcstats.com/fighter-details/476414d2f18cd059
Sai Wang,"6' 0""",170 lbs.,,Southpaw,"Jan 14, 1986",http://ufcstats.com/fighter-details/efb9a43415a56d34
Anying Wang,"6' 0""",170 lbs.,,Orthodox,"Apr 04, 1991",http://ufcstats.com/fighter-details/69e8c632135af48b
Curt Warburton,"6' 0""",155 lbs.,"73""",Orthodox,,http://ufcstats.com/fighter-details/2721bb808bb2523c
Brennan Ward,"5' 10""",170 lbs.,"71""",,"Jun 28, 1988",http://ufcstats.com/fighter-details/67cd6495280b0a57
Charlie Ward,"5' 11""",170 lbs.,,Orthodox,"Dec 17, 1980",http://ufcstats.com/fighter-details/e81dd0bb8a64b550
Joe Warren,"5' 6""",135 lbs.,,Orthodox,"Oct 31, 1976",http://ufcstats.com/fighter-details/c0c1bc0766df4c00
Brian Warren,"6' 0""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/c4c4c7dd26c15d91
Merritt Warren,"5' 10""",155 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/1e47dba648ea438c
Idris Wasi,"6' 0""",186 lbs.,,,"Dec 11, 1989",http://ufcstats.com/fighter-details/8a19676a3388845a
Kengo Watanabe,"6' 4""",220 lbs.,,Orthodox,"Jan 31, 1976",http://ufcstats.com/fighter-details/2abe38b81d68a24a
Kazuhisa Watanabe,"5' 6""",139 lbs.,,,"May 18, 1983",http://ufcstats.com/fighter-details/951ffadfc4e917ea
Ron Waterman,"6' 2""",280 lbs.,,Orthodox,"Nov 23, 1965",http://ufcstats.com/fighter-details/efaf544314bb5c2e
Andy Waters,"6' 0""",170 lbs.,,,,http://ufcstats.com/fighter-details/103e2e67919379c5
Sam Watford,,155 lbs.,,,,http://ufcstats.com/fighter-details/1836639ecf9b6e7f
Blake Watkins,,185 lbs.,,,,http://ufcstats.com/fighter-details/117580b232409824
Kyle Watson,"6' 0""",155 lbs.,,Southpaw,"Aug 09, 1979",http://ufcstats.com/fighter-details/d7b2c0b53883ee80
Maka Watson,,155 lbs.,,,"Sep 22, 1984",http://ufcstats.com/fighter-details/a31dfd9e8b2dc6ca
Enrique Watson,,185 lbs.,,,,http://ufcstats.com/fighter-details/a99d4aa689bdca18
Jonavin Webb,"5' 10""",170 lbs.,,Orthodox,"Apr 28, 1989",http://ufcstats.com/fighter-details/f40ec51dd4de47c3
Stephanie Webber,"5' 6""",135 lbs.,,,,http://ufcstats.com/fighter-details/d44a84409bf0da64
Daniel Weichel,"5' 10""",145 lbs.,"70""",,"Nov 22, 1984",http://ufcstats.com/fighter-details/7b9dade6bedaabbe
Mark Weir,"6' 2""",185 lbs.,,Southpaw,"Sep 19, 1967",http://ufcstats.com/fighter-details/9ccdd2ce45903f34
Mike Wessel,"6' 0""",260 lbs.,,Orthodox,"Dec 02, 1977",http://ufcstats.com/fighter-details/b51841e7c594090d
Dustin West,"5' 11""",170 lbs.,,,,http://ufcstats.com/fighter-details/5f5763b3a4de8dd4
Aaron Wetherspoon,,170 lbs.,,,,http://ufcstats.com/fighter-details/1ce7998e0a215caa
Vernon White,"6' 0""",205 lbs.,,Southpaw,"Dec 03, 1971",http://ufcstats.com/fighter-details/12458872d6afae1b
Steve White,"5' 11""",175 lbs.,,,,http://ufcstats.com/fighter-details/d181689653115b6a
Mike Whitehead,"6' 1""",205 lbs.,,Orthodox,"Jun 29, 1981",http://ufcstats.com/fighter-details/22d1e00e1aabb7c9
Mitch Whitesel,"5' 9""",185 lbs.,,,"Jul 12, 1981",http://ufcstats.com/fighter-details/b6debbda44d4a5a0
Orlando Wiet,"5' 10""",170 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/a6c2f5381d575920
Jonathan Wiezorek,"6' 3""",250 lbs.,,Southpaw,"Feb 10, 1978",http://ufcstats.com/fighter-details/60884f31ead1609c
Justin Wilcox,"5' 6""",155 lbs.,,Orthodox,"Mar 12, 1979",http://ufcstats.com/fighter-details/4a482a0100cfcd0a
Joe Wilk,"5' 9""",145 lbs.,,,"Apr 12, 1982",http://ufcstats.com/fighter-details/781014fb7e8e647a
Aaron Wilkinson,"5' 10""",155 lbs.,,Orthodox,"Jan 31, 1987",http://ufcstats.com/fighter-details/338a11d3674eb2d4
Tedd Williams,"6' 1""",275 lbs.,,Orthodox,"Dec 19, 1969",http://ufcstats.com/fighter-details/b63e800c18e011b5
Pete Williams,"6' 3""",235 lbs.,,Orthodox,"Jul 10, 1975",http://ufcstats.com/fighter-details/6291ac0a3726732f
Rubin Williams,"6' 1""",185 lbs.,,Orthodox,"Apr 09, 1976",http://ufcstats.com/fighter-details/6f812143641ceff8
Carter Williams,"6' 1""",265 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/b8e2f10efb6eca85
Karl Willis,,,,,,http://ufcstats.com/fighter-details/95883dbdab4fcf0f
Greg Wilson,,155 lbs.,,,"Oct 02, 1988",http://ufcstats.com/fighter-details/9cc84087ee768342
Sean Wilson,"5' 8""",145 lbs.,,,"Oct 20, 1982",http://ufcstats.com/fighter-details/b8e6393c39cb9740
Eric Wisely,"5' 8""",145 lbs.,,Southpaw,"Jul 25, 1984",http://ufcstats.com/fighter-details/53f84637dfffab7a
Keith Wisniewski,"6' 0""",170 lbs.,,Orthodox,"Oct 25, 1981",http://ufcstats.com/fighter-details/cd12227edd3f134b
Travis Wiuff,"6' 3""",205 lbs.,,Orthodox,"Mar 15, 1978",http://ufcstats.com/fighter-details/7f9f528cb72a6ed1
Ray Wizard,,,,,,http://ufcstats.com/fighter-details/ea0ad155451ed1f5
Karolina Wojcik,"5' 2""",115 lbs.,,Orthodox,"Dec 09, 1994",http://ufcstats.com/fighter-details/b99b3620839ea911
Brandon Wolff,"5' 9""",170 lbs.,,Orthodox,"Oct 18, 1975",http://ufcstats.com/fighter-details/aa79d5399571068e
Xue Do Won,"5' 7""",165 lbs.,,,,http://ufcstats.com/fighter-details/daa89f01e1c0f42a
Salvador Woods,"5' 11""",170 lbs.,,,"Feb 05, 1985",http://ufcstats.com/fighter-details/8de471543d9c933e
Logan Woods,,185 lbs.,,,"May 30, 1994",http://ufcstats.com/fighter-details/133a9d2e6efd8a50
Cal Worsham,"5' 11""",230 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/de3ed2e152520c8d
Hunter Worsham,,185 lbs.,,,,http://ufcstats.com/fighter-details/8fb808fc2e145bd6
Eric Wray,"6' 0""",170 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/eb6edce3028f05c0
Justin Wren,"6' 2""",265 lbs.,,Orthodox,"Apr 27, 1987",http://ufcstats.com/fighter-details/e78f601035d677f2
JW Wright,,130 lbs.,,,"Jan 12, 1976",http://ufcstats.com/fighter-details/2a0b19a96f848eff
Chris Wright,,,,,,http://ufcstats.com/fighter-details/7182146226dabe22
Marcin Wrzosek,"5' 9""",155 lbs.,,,"Oct 14, 1987",http://ufcstats.com/fighter-details/aac6edb0d5e0b7e9
Rubens Xavier,"6' 3""",220 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/e6dac752a2418a88
Jamie Yager,"6' 1""",185 lbs.,,Orthodox,"Nov 29, 1983",http://ufcstats.com/fighter-details/85248da6e9e2f7e7
Eddie Yagin,"5' 7""",145 lbs.,,Orthodox,"Mar 23, 1979",http://ufcstats.com/fighter-details/cc84b68f862b466f
Keiichiro Yamamiya,"5' 11""",185 lbs.,,Southpaw,"Jul 12, 1972",http://ufcstats.com/fighter-details/6014d25e73b669c9
Kenichi Yamamoto,"6' 0""",170 lbs.,,Orthodox,"Jul 11, 1976",http://ufcstats.com/fighter-details/9f488f520ed25bbf
Yoshihisa Yamamoto,"6' 2""",220 lbs.,,Southpaw,"Jul 04, 1970",http://ufcstats.com/fighter-details/eed2b71d77d95416
Atsushi Yamamoto,"5' 6""",139 lbs.,,Orthodox,"Oct 02, 1980",http://ufcstats.com/fighter-details/351264d11286d09a
Hiroko Yamanaka,"5' 11""",135 lbs.,,,"Oct 24, 1978",http://ufcstats.com/fighter-details/283645128ae57eda
Goiti Yamauchi,"5' 10""",145 lbs.,,,"Jan 05, 1993",http://ufcstats.com/fighter-details/9e1a7101fefe9746
Takeshi Yamazaki,"5' 8""",139 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/d1d20e651e6cbc02
Jianping Yang,"5' 7""",145 lbs.,,Orthodox,"Nov 27, 1988",http://ufcstats.com/fighter-details/d3c554d6e11fc9d6
Masutatsu Yano,"5' 9""",198 lbs.,,Orthodox,"Jul 11, 1975",http://ufcstats.com/fighter-details/d56caaa5e123f518
Emmanuel Yarborough,"6' 8""",770 lbs.,,Open Stance,"Sep 05, 1960",http://ufcstats.com/fighter-details/2299605af59fd309
Cale Yarbrough,"6' 1""",185 lbs.,,Orthodox,"Dec 27, 1986",http://ufcstats.com/fighter-details/a0b91014e9d16a76
Tadao Yasuda,"6' 4""",310 lbs.,,Orthodox,"Oct 09, 1963",http://ufcstats.com/fighter-details/49e7e05f902479ca
